source,path,shape,dtype,size,min,max,mean,sum,sha256
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoBitsPerPixel/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoBitsPerPixel/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoBitsPerPixel/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoBlackLevel/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoBlackLevel/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoBlackLevel/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoCameraTemperature/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoCameraTemperature/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoCameraTemperature/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoComment/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoComment/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoComment/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoExposure/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoExposure/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoExposure/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoGain/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoGain/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoGain/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoGamma/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoGamma/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoGamma/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoHeight/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoHeight/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoHeight/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoId/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoId/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoId/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoMultitap/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoMultitap/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoMultitap/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoOffsetX/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoOffsetX/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoOffsetX/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoOffsetY/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoOffsetY/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoOffsetY/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoPixelScale/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoPixelScale/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoPixelScale/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoTimestamp/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoTimestamp/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoTimestamp/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoWidth/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoWidth/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/frameInfoWidth/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussCentroid1D_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussCentroid1D_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussCentroid1D_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussCentroid1D_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussCentroid1D_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussCentroid1D_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidX/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidX/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidX/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidY/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidY/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidY/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroid/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroid/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroid/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidX/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidX/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidX/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidY/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidY/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidY/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianGoodnessOfFit/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\250\250.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianGoodnessOfFit/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
