z_mm,baseline_d4x_um,baseline_d4y_um,baseline_ellipticity,robust_d4x_um,robust_d4y_um,robust_ellipticity,point_d4x_um,point_d4y_um,point_ellipticity
234.0,891.9519781226547,518.191592144463,1.721278368163862,647.1994434568401,518.191592144463,1.2489578242257775,524.0790901969001,518.191592144463,1.0113616240434788
234.5,891.3543641716212,516.2423905129097,1.7266198602676182,644.7233696701142,516.2423905129097,1.2488772358069102,518.8226252708591,516.2423905129097,1.0049981071011738
235.0,891.1935506000628,515.1996006503571,1.7298024871818098,643.4012181814194,515.1996006503571,1.248838736228111,515.7792321302153,515.1996006503571,1.0011250619742844
235.5,891.4697737932405,515.0687278535024,1.730778293429601,643.2401045383342,515.0687278535024,1.2488432509171605,514.9881476240744,515.0687278535024,1.0001564700659613
236.0,892.182627826427,515.8504661910242,1.7295373103259803,644.2408998086386,515.8504661910242,1.2488907969118133,516.4597217424307,515.8504661910242,1.0011810700800663
236.5,893.3310674414271,517.5406802183792,1.7261079207618637,646.3982071885769,517.5406802183792,1.248980479980483,520.1747516593011,517.5406802183792,1.005089593034137
237.0,894.913415682927,520.1305134741109,1.720555500013884,649.70050630854,520.1305134741109,1.2491105395239965,526.0857120640273,520.1305134741109,1.011449431317036
237.5,896.9273760650859,523.6066171920631,1.7129794517781767,654.1304563381411,523.6066171920631,1.2492784370183023,534.1197025991146,523.6066171920631,1.020078213417985
238.0,899.3700490638934,527.9514856900424,1.7035088894359298,659.6653396164764,527.9514856900424,1.2494809797803326,544.1827019152405,527.9514856900424,1.0307437646547837
238.5,902.237952662075,533.1438793345229,1.6922973096648133,666.277620098486,533.1438793345229,1.249714469066291,556.1645849166671,533.1438793345229,1.0431791613379842
239.0,905.5270466126279,539.1593123149589,1.6795166584893357,673.935586067013,539.1593123149589,1.249974860256744,569.944342949238,539.1593123149589,1.0570982081383313
239.5,909.2327600359532,545.9705808874215,1.665351196319195,682.6040445686497,545.9705808874215,1.2502579231634494,585.3950279056884,545.9705808874215,1.0722098376696163
240.0,913.350021925154,553.5483081788719,1.649991533584485,692.2450357540127,553.5483081788719,1.250559392063615,602.3880804150405,553.5483081788719,1.0882303703480682
